,Raw name,Mapped name,Guess
3132,arden dies ltd,,a  d environmental services ltd
3133,arden photonics ltd,,a  d environmental services ltd
3134,arden plast,,arden dies ltd
3135,ardennpac,,ardennpac
3136,ardes,,ardes
3137,ardetem sfere,,ardetem sfere
3138,area etude nantes,,adecco france  nantes
3139,area etudes nantes,,adecco france  nantes
3140,area sdad coop,,area etude nantes
3141,arealti,,arealti
3142,areas,,areas
3143,areffekt,,areffekt
3144,arelis,,arelis
3145,arena event services inc,,a and m portable inc
3146,arena le cosmopolitain,,arena le cosmopolitain
3147,arena one gastronomie gmbh,,a arnegger gmbh
3148,arena one gmbh,,a arnegger gmbh
3149,arenal torreplata sl,,accesos normalizados sl
3150,ares,,ares
3151,ares capital,,active capital management gmbh
3152,arest,,arest
3153,aresys,,aresys
3154,aresys srl,,aea srl
3155,areva,,areva
3156,areva gmbh,,a arnegger gmbh
3157,areva ta,,areva
3158,arevo,,arevo
3159,arevo inc,,a and m portable inc
3160,arex gmbh,,a arnegger gmbh
3161,arg,,arg
3162,arg europe ltd,,a  d environmental services ltd
3163,argãelles servicios graficos,,ab servicios selecta espaãâa s l
3164,argantec sl,,accesos normalizados sl
3165,arge h202  apron 2 mbnfreytag,,arge h202  apron 2 mbnfreytag
3166,arge hallenbau roxeler ingges,,arge h202  apron 2 mbnfreytag
3167,arge industrial waste solution,,abbey industrial solutions ltd
3168,arge industrial waste solutions,,abalia solutions sl
3169,arge mbn,,arge h202  apron 2 mbnfreytag
3170,arge neubau h210,,arge h202  apron 2 mbnfreytag
3171,arge waste solution,,arge h202  apron 2 mbnfreytag
3172,argelles servicios graficos,,ab servicios selecta espaãâa s l
3173,argillos,,argillos
3174,argo travel group,,accessdata group inc
3175,argon,,argon
3176,argon consulting,,a a z consulting
3177,argon measuring solutions,,abalia solutions sl
3178,argon measuring solutions nv,,abalia solutions sl
3179,argosim,,argosim
3180,argus der presse ag,,aaronia ag
3181,argus fluidtechnik gmbh,,a arnegger gmbh
3182,argyma,,argyma
3183,arhmonia,,arhmonia
3184,ari armaturen albert richter,,albert fezer maschinenfabrik gmbh
3185,arial assurances,,arial assurances
3186,ariarmaturen albert richter,,albert fezer maschinenfabrik gmbh
3187,ariat,,ariat
3188,ariba,,ariba
3189,ariba france,,abb france
3190,ariba inc,,a and m portable inc
3191,aricad,,aricad
3192,arie colisee marceau,,arie colisee marceau
3193,ariege fret express,,ae audio express gmbh  co kg
3194,aries,,aries
3195,aries alliance dufieux acb,,alliance automotive marseille
3196,aries industrial y naval servicios,,abrasivos y maquinaria sa
3197,aries ingenieria y sistemas sa,,a foubert visserie sa
3198,arihm conseil,,ab conseil
3199,arinc,,arinc
3200,arinc emea,,arinc
3201,arinc incorporated,,arinc
3202,arinc industry activities,,arinc
3203,arinc research corp,,a plus avionics corp
3204,arinc research corp,,a plus avionics corp
3205,arincdirect  arinc incorporat,,arinc
3206,arinko academy gmbh,,a arnegger gmbh
3207,arinso france,,abb france
3208,arismore,,arismore
3209,arista chambers,,arista chambers
3210,arista networks ltd,,a  d environmental services ltd
3211,aristee,,aristee
3212,aristo graphic france,,abb france
3213,aristo graphic systeme gmbh  co kg,,a arnegger gmbh
3214,aristo graphic systeme gmbh  co kg,,a arnegger gmbh
3215,aritex,,aritex
3216,aritex cading,,aritex
3217,aritex cading sa,,a foubert visserie sa
3218,arithnea gmbh,,a arnegger gmbh
3219,arizona state university,,aalboorg university
3220,arj construction ltd,,a  d environmental services ltd
3221,arjona cobos ana,,arjona cobos ana
3222,arkadin,,arkadin
3223,arkadin france,,abb france
3224,arkadin germany gmbh,,a arnegger gmbh
3225,arkal,,arkal
3226,arkarise business solutions,,abalia solutions sl
3227,arkoon,,arkoon
3228,arkoon network security,,aasset security gmbh
3229,arku maschinenbau gmbh,,a arnegger gmbh
3230,arlt alexander,,alexander am zoo
3231,arlt computer gmbh,,a arnegger gmbh
3232,arlt ernst gmbh,,a arnegger gmbh
3233,arm,,arm
3234,arm  atlantique regulation mesure,,aai  atlantique automatismes incendie
3235,arm limited,,a  t stationers private limited
3236,arm ltd,,a  d environmental services ltd
3237,arm ltd,,a  d environmental services ltd
3238,armac systems,,aar defense systems  logistics uk
3239,armadillo,,armadillo
3240,armar,,armar
3241,armarc sl,,accesos normalizados sl
3242,armaturenarnold,,armaturenarnold
3243,armaturenbau gmbh,,a arnegger gmbh
3244,armbruster einrichtungssysteme gmbh,,a arnegger gmbh
3245,armbruster engineering,,ab engineering mechanical service division limited
3246,armbruster engineering gmbh  co kg,,a arnegger gmbh
3247,armbrustschtzenzelt,,armbrustschtzenzelt
3248,armbrustschuetzenzelt,,armbrustschuetzenzelt
3249,armed forces parliamentary trust,,armed forces parliamentary trust
3250,armin haerle reise und transportlog,,a millitzer brandschutz und
3251,armin hamma,,armin haerle reise und transportlog
3252,armin maierjunker,,armin haerle reise und transportlog
3253,armines,,armines
3254,armor outillage,,armor outillage
3255,armstrong insulation products gmbh,,a arnegger gmbh
3256,armstrong optical ltd,,a  d environmental services ltd
3257,armtop,,armtop
3258,arnaud amberg,,arnaud amberg
3259,arndt  expert hifi tv,,arndt  expert hifi tv
3260,arndt gmbh  co kg,,a arnegger gmbh
3261,arndt gmbh und co kg,,a arnegger gmbh
3262,arndt medizintechnik gmbh,,a arnegger gmbh
3263,arndt memmingen,,arndt  expert hifi tv
3264,arne riebe edvberatung,,arne riebe edvberatung
3265,arne wahlers,,arne riebe edvberatung
3266,arne wylezol,,arne riebe edvberatung
3267,arno arnold gmbh,,a arnegger gmbh
3268,arno marx gmbh,,a arnegger gmbh
3269,arno werkzeuge,,arno arnold gmbh
3270,arnold  porter,,alfred arnold verladesysteme
3271,arnold  porter llp,,alfred arnold verladesysteme
3272,arnold  porter llp dba,,alfred arnold verladesysteme
3273,arnold  porter llppo,,alfred arnold verladesysteme
3274,arnold anwaelte,,alfred arnold verladesysteme
3275,arnold consult ag,,aaronia ag
3276,arnold hillrich gmbh,,a arnegger gmbh
3277,arnold vetter kg foerdertechnik,,ae logistik gmbh  co kg
3278,arnold werkzeugmaschinen,,alfred arnold verladesysteme
3279,arnotec gmbh,,a arnegger gmbh
3280,arntz gmbh  co kg,,a arnegger gmbh
3281,arnz flott werkzeugmaschinen gmbh,,a arnegger gmbh
3282,aro traduction,,aãro traduction
3283,arop,,arop
3284,aros systemhydraulik gmbh,,a arnegger gmbh
3285,arosa travemuende,,arosa travemuende
3286,arosta nemetallhandelsgesell,,arosta nemetallhandelsgesell
3287,arp,,arp
3288,arp datacon gmbh,,a arnegger gmbh
3289,arp gmbh,,a arnegger gmbh
3290,arpãâge,,arpãâge
3291,arpege,,arpege
3292,arpege master k,,akracing e k
3293,arpeggio acoustic consulting llc,,a a z consulting
3294,arqis rechtsanwaelte,,arqis rechtsanwaelte
3295,arquimea ingenieria slu,,ab servicos selecta espana slu
3296,arri giesstechnik gmbh,,a arnegger gmbh
3297,arris composites llc,,aa calibration services llc
3298,arrk europe,,aapg europe trading ltd
3299,arrk product development group,,accessdata group inc
3300,arrossa,,arrossa
3301,arrow capital solutions,,abalia solutions sl
3302,arrow central europe gmbh,,a arnegger gmbh
3303,arrow ecs,,arrow capital solutions
3304,arrow ecs ltd,,a  d environmental services ltd
3305,arrow electronics,,advanced electronics company l
3306,arrow electronique,,arrow capital solutions
3307,arrow enterprise computing,,arrow capital solutions
3308,ars musica chor ottobrunn ev,,aba ev arbeitsgemeinschaft
3309,arsag  aerial refueling systems,,aar defense systems  logistics uk
3310,arsag international,,a mai international
3311,arseg,,arseg
3312,arsene,,arsene
3313,arsene taxand,,arsene
3314,arsenio manila sl,,accesos normalizados sl
3315,arsio,,arsio
3316,arsio gmbh,,a arnegger gmbh
3317,arsio gmbh  ingbãâ¼ro fãâ¼r,,a arnegger gmbh
3318,arsio gmbh  ingbãro fãr,,a arnegger gmbh
3319,arsio gmbh  ingbuero fuer,,a arnegger gmbh
3320,arsio ing buero fuer,,aba arbeitsgemeinschaft fuer betrieb
3321,arstec gmbh,,a arnegger gmbh
3322,art  caractre,,art  caractre
3323,art advanced realtime tracking,,a r t advanced realtime
3324,art concept composites,,art  caractre
3325,art directors club verlag gmbh,,a arnegger gmbh
3326,art emballages sa,,a foubert visserie sa
3327,art et caractere,,a et p  lithos
3328,art et couleurs,,a et p  lithos
3329,art et creation sarl,,abadie aluminium sarl
3330,art et nature af,,a et p  lithos
3331,art lights kulturservice gmbh,,a arnegger gmbh
3332,art maniac,,art  caractre
3333,art matters llc,,aa calibration services llc
3334,art tech composites,,art  caractre
3335,artcaractere,,artcaractere
3336,artcom ag,,aaronia ag
3337,artal technologies,,a2f technologies
3338,artconstruction gmbh,,a arnegger gmbh
3339,artec roffhausen,,artec roffhausen
3340,artech international inc,,a and m portable inc
3341,artedas france,,abb france
3342,artelia,,artelia
3343,artelia batiment  industrie,,acrodur industrie
3344,artelia batiment et industrie,,a et p  lithos
3345,artelia batiment industrie,,acrodur industrie
3346,artelia btiment  industrie sas,,ageo geometres experts sas
3347,artelia group,,accessdata group inc
3348,artelia spain slu,,ab servicos selecta espana slu
3349,artelia ville  transport,,artelia
3350,artelia ville et transport,,a et p  lithos
3351,artelys,,artelys
3352,artem information  strategies,,achilles information
3353,artemis,,artemis
3354,artemis industry association,,a3ts association de traiement
3355,artemisia office,,american office
3356,artenum,,artenum
3357,artes graficas sedimas slu,,ab servicos selecta espana slu
3358,artesal,,artesal
3359,artesys,,artesys
3360,artful,,artful
3361,arthos team,,alwart team
3362,arthosteam,,arthosteam
3363,arthotel,,arthotel
3364,arthur blick  foreign,,arthur blick  foreign
3365,arthur gait and company,,a and m portable inc
3366,arthur heinike gmbh,,a arnegger gmbh
3367,arthur richter service gmbh,,a arnegger gmbh
3368,arthur wulf fassgrosshandlung,,arthur blick  foreign
3369,arthus bertrand,,arthus bertrand
3370,artic,,artic
3371,article 1,,aliance developpement 1
3372,articulos de viaje y piel martin,,ãâudea seguridad de la informaciãânsl
3373,artifex dr lohmann gmbh  co,,a arnegger gmbh
3374,artifex software inc,,a and m portable inc
3375,artigas sa,,a foubert visserie sa
3376,artillo abogados slp,,artillo abogados slp
3377,artillo pabon enriqueta,,artillo abogados slp
3378,artis group,,accessdata group inc
3379,artisan scientific corporation dba,,aai corporation
3380,artisan technology group,,accessdata group inc
3381,artisense,,artisense
3382,artisense gmbh,,a arnegger gmbh
3383,artko werbetechnik,,artko werbetechnik
3384,artois plastiques,,agence de leau artois picardi
3385,artronics gmbh,,a arnegger gmbh
3386,arts,,arts
3387,arts  metiers,,arts
3388,arts holding,,arts
3389,arts holding se,,arts
3390,arts solutions gmbh,,a arnegger gmbh
3391,arttic,,arttic
3392,arttic sas,,ageo geometres experts sas
3393,artur gevelhoff autolacke gmbh,,a arnegger gmbh
3394,arturo viola iborra,,arturo viola iborra
3395,artus,,artus
3396,artus sas,,ageo geometres experts sas
3397,artus steuerberatung,,artus
3398,artus steuerberatung gmbh  co kg,,a arnegger gmbh
3399,artus steuerberatung gmbh  cokg,,a arnegger gmbh
3400,artvera gmbh  co kg,,a arnegger gmbh
3401,arun electricals,,arun electricals
3402,arval,,arval
3403,arval service lease,,ab engineering mechanical service division limited
3404,arval service lease sa,,a foubert visserie sa
3405,arvato,,arvato
3406,arvato media gmbh,,a arnegger gmbh
3407,arvato technical information s,,ab servicios selecta espaãâa s l
3408,arvato technical information sa,,a foubert visserie sa
3409,arvato technical information sl,,accesos normalizados sl
3410,arwus gmbh,,a arnegger gmbh
3411,arxan technolgies inc,,a and m portable inc
3412,arxgeometres gbr,,at schmid gbr messeorganisation
3413,aryzta food solutions gmbh,,a arnegger gmbh
3414,arztekammer westfalen lippe,,arztekammer westfalen lippe
3415,arztekammer westfalenlippe,,arztekammer westfalen lippe
3416,arztpraxis udo hahn,,arztpraxis udo hahn
3417,as abrechnungsstelle fãr,,as schneider gastronomiekonzepte
3418,as bardusch gmbh,,a arnegger gmbh
3419,as beratung and schulung,,a and m portable inc
3420,as beschichtungstechnik,,as schneider gastronomiekonzepte
3421,as beschichtungstechnik gmbh  co kg,,a arnegger gmbh
3422,as beschichtungstechnik gmbh  co kg,,a arnegger gmbh
3423,as elec technologies,,a2f technologies
3424,as engineering,,ab engineering mechanical service division limited
3425,as scientific products ltd,,a  d environmental services ltd
3426,as3d  alexander smith design,,activium information design
3427,asa  associates llp,,aaron  partners llp
3428,asa manfred cuiper,,asa  associates llp
3429,asa manfred cuiper gmbh,,a arnegger gmbh
3430,asa market research pvt ltd,,a  d environmental services ltd
3431,asa market research pvt ltd,,a  d environmental services ltd
3432,asa2002,,asa2002
3433,asador artoa,,asador artoa
3434,asador el corral de la abuela,,ãâudea seguridad de la informaciãânsl
3435,asafe inc,,a and m portable inc
3436,asahi diamond industrial,,abbey industrial solutions ltd
3437,asahi diamond industrial europe sas,,ageo geometres experts sas
3438,asak armaturen service gmbh,,a arnegger gmbh
3439,asana gmbh,,a arnegger gmbh
3440,asana inc,,a and m portable inc
3441,asap,,asap
3442,asap logistics gmbh,,a arnegger gmbh
3443,asb akademie,,acatech deutsche akademie
3444,asb akademie gmbh,,a arnegger gmbh
3445,asb beuck gmbh,,a arnegger gmbh
3446,asb trainingszentrum rettungs,,asb akademie
3447,asbregionalverband dresden ev,,aba ev arbeitsgemeinschaft
3448,asbs,,asbs
3449,asbt umwelt gmbh  co kg,,a arnegger gmbh
3450,asc 2 gmbh,,a arnegger gmbh
3451,asc fine wines,,asc 2 gmbh
3452,asc process systems incorporated,,aar defense systems  logistics uk
3453,asc2 messe ausstellungsevent gmbh,,a arnegger gmbh
3454,ascdt,,ascdt
3455,ascend collection,,ascend collection
3456,ascendant strategy management group llc,,accessdata group inc
3457,ascending technologies gmbh,,a arnegger gmbh
3458,ascension patricio sanchez,,ascension patricio sanchez
3459,ascensores enor sa,,a foubert visserie sa
3460,ascent,,ascent
3461,ascent customer service spain sl,,accesos normalizados sl
3462,ascent integration,,acent integration
3463,ascent integration sas,,ageo geometres experts sas
3464,aschbacher hof,,aschbacher hof
3465,aschbacher hof gmbh  co kg,,a arnegger gmbh
3466,asco,,asco
3467,asco data gesellschaft fãr rechneranwendung,,aba ev arbeitsgemeinschaft fãr
3468,asco data gesellschaft fuer rechneranwendung,,aba arbeitsgemeinschaft fuer betrieb
3469,asco deutschland gmbh,,a arnegger gmbh
3470,asco industries nvsa,,abscoa industries inc uniseal div
3471,asco instruments,,asco
3472,asco numatics gmbh,,a arnegger gmbh
3473,ascodero productique,,ascodero productique
3474,ascoger,,ascoger
3475,ascom,,ascom
3476,ascon gmbh,,a arnegger gmbh
3477,ascoreal,,ascoreal
3478,ascott analytical equipment limited,,a  t stationers private limited
3479,ascott analytical equipment ltd,,a  d environmental services ltd
3480,ascott ltd,,a  d environmental services ltd
3481,asd,,asd
3482,asd eurospace,,asd
3483,asdis software ag,,aaronia ag
3484,asdis solutions ag,,abalia solutions sl
3485,asdstan,,asdstan
3486,asea brown boveri sa,,a foubert visserie sa
3487,asea brown boveri sa,,a foubert visserie sa
3488,asecos gmbh,,a arnegger gmbh
3489,asei,,asei
3490,asei automatisme,,asei
3491,asei esat aryfrance,,adei esat de marlonges
3492,aself  asociacion espanola,,aecoc  la asociacion de fabricantes y distribuido
3493,asempea,,asempea
3494,aserti electronic,,addis electronic
3495,aservo,,aservo
3496,aservo software gmbh,,a arnegger gmbh
3497,asesoria calidad y auditoria sl,,accesos normalizados sl
3498,asesoria y control en proteccion,,abrasivos y maquinaria sa
3499,asf elektrotechnik,,arcus elektrotechnik
3500,asf elektrotechnik gmbh  co kg,,a arnegger gmbh
3501,asfordak,,asfordak
3502,asforef,,asforef
3503,asft industries ab,,ab engineering mechanical service division limited
3504,asg architekten gmbh,,a arnegger gmbh
3505,asg luftfahrttechnik  sensorik gmbh,,a arnegger gmbh
3506,asg luftfahrttechnik und,,a millitzer brandschutz und
3507,ashburn consulting llc,,a a z consulting
3508,ashburn consulting llc,,a a z consulting
3509,ashcroft instruments gmbh,,a arnegger gmbh
3510,ashley herbert ltd,,a  d environmental services ltd
3511,ashley kate hr ltd,,a  d environmental services ltd
3512,ashridge,,ashridge
3513,ashridge hult executive education,,ashridge
3514,ashton gate stadium,,ashton gate stadium
3515,ashton scaffolding services ltd,,a  d environmental services ltd
3516,ashurst,,ashurst
3517,asi  akademie fãr sicherheit gmbh,,a arnegger gmbh
3518,asi akademie fuer sicherheit,,aba arbeitsgemeinschaft fuer betrieb
3519,asi akademie fuer sicherheit gmbh,,a arnegger gmbh
